City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Birao,CF,2022-09-30 16:34:12,10.2849,22.7882,79.93,67,93,3.4
259,Yellowknife,CA,2022-09-30 16:34:13,62.456,-114.3525,48.72,81,20,23.02
260,Usinsk,RU,2022-09-30 16:34:13,65.9939,57.5281,30.81,65,100,13.49
261,Ballina,AU,2022-09-30 16:34:14,-28.8667,153.5667,60.84,98,87,12.62
262,Teguldet,RU,2022-09-30 16:34:14,57.3064,88.1667,29.61,86,100,3.85
263,Kanniyakumari,IN,2022-09-30 16:34:15,8.0833,77.5667,79.07,85,97,18.88
264,Severo-Kurilsk,RU,2022-09-30 16:34:15,50.6789,156.125,49.21,91,99,13.73
265,Dunedin,NZ,2022-09-30 16:30:33,-45.8742,170.5036,41.81,77,4,3.65
266,Kahului,US,2022-09-30 16:34:16,20.8947,-156.47,81.84,73,0,11.01
267,Olafsvik,IS,2022-09-30 16:34:16,64.8945,-23.7142,46.49,88,96,24.02
268,Spring Hill,US,2022-09-30 16:33:19,28.4769,-82.5255,78.06,64,0,6.91
269,Hurghada,EG,2022-09-30 16:34:17,27.2574,33.8129,90.19,33,0,8.72
270,Puerto Asis,CO,2022-09-30 16:34:17,0.5133,-76.5007,90.95,51,60,3.91
271,Soma,TR,2022-09-30 16:34:18,39.1855,27.6094,83.35,67,3,4.09
272,Port Blair,IN,2022-09-30 16:33:43,11.6667,92.75,80.98,86,100,18.77
273,Rokytne,UA,2022-09-30 16:34:18,51.2796,27.214,54.39,93,100,3.27
274,Mabaruma,GY,2022-09-30 16:35:20,8.2,-59.7833,89.56,55,99,6.76
275,Cortez,US,2022-09-30 16:35:20,37.3489,-108.5859,69.69,39,0,0.0
276,Huangmei,CN,2022-09-30 16:35:20,30.1924,116.025,78.44,65,55,5.06
277,Namibe,AO,2022-09-30 16:35:21,-15.1961,12.1522,66.96,89,53,9.95
278,Nouakchott,MR,2022-09-30 16:35:21,18.0858,-15.9785,93.13,53,9,16.08
279,Nokaneng,BW,2022-09-30 16:35:22,-19.6667,22.2667,83.05,15,9,3.0
280,Barabai,ID,2022-09-30 16:35:22,-2.5833,115.3833,74.97,92,100,0.56
281,North Bend,US,2022-09-30 16:30:48,43.4065,-124.2243,57.92,100,100,6.91
282,Tasiilaq,GL,2022-09-30 16:35:23,65.6145,-37.6368,42.96,75,100,6.22
283,San Cristobal,VE,2022-09-30 16:35:24,7.7669,-72.225,73.58,54,99,4.54
284,Pawayan,IN,2022-09-30 16:35:24,28.0667,80.1,77.41,64,4,4.34
285,Cabras,IT,2022-09-30 16:35:25,39.93,8.5314,65.55,68,97,13.6
286,Tigil,RU,2022-09-30 16:35:25,57.8,158.6667,34.86,93,54,5.75
287,Montorio Al Vomano,IT,2022-09-30 16:35:25,42.5831,13.6383,73.94,74,80,4.61
288,Marsh Harbour,BS,2022-09-30 16:35:26,26.5412,-77.0636,82.06,72,34,1.12
289,Egvekinot,RU,2022-09-30 16:35:19,66.3167,-179.1667,25.16,68,100,4.47
290,Xiongyue,CN,2022-09-30 16:35:26,40.1774,122.1228,65.98,89,1,9.13
291,Leh,IN,2022-09-30 16:35:27,34.1667,77.5833,53.19,40,50,5.01
292,Itoman,JP,2022-09-30 16:35:28,26.1247,127.6694,80.62,83,40,2.3
293,Pisco,PE,2022-09-30 16:35:28,-13.7,-76.2167,65.01,72,0,10.36
294,Lazaro Cardenas,MX,2022-09-30 16:35:28,17.9583,-102.2,84.42,71,62,1.3
295,Shelburne,CA,2022-09-30 16:35:29,44.0787,-80.2041,61.12,52,0,3.09
296,Oga,IT,2022-09-30 16:35:29,46.4631,10.347,47.08,100,100,0.72
297,Lumby,CA,2022-09-30 16:30:47,50.2498,-118.969,55.17,71,8,1.14
298,Belaya Gora,RU,2022-09-30 16:35:29,68.5333,146.4167,23.23,79,100,5.12
299,Kununurra,AU,2022-09-30 16:35:30,-15.7667,128.7333,75.18,83,98,8.05
300,Mogadishu,SO,2022-09-30 16:35:30,2.0371,45.3438,78.04,79,12,13.85
301,Portland,US,2022-09-30 16:33:30,45.5234,-122.6762,60.04,89,100,5.01
302,Kailua,US,2022-09-30 16:35:31,21.4022,-157.7394,76.44,90,18,12.01
303,Lalsot,IN,2022-09-30 16:35:31,26.5667,76.3333,82.22,45,9,5.32
304,Mayo,US,2022-09-30 16:35:31,38.8876,-76.5119,62.55,79,0,11.5
305,Manta,EC,2022-09-30 16:35:32,-0.95,-80.7333,76.78,69,75,9.22
306,Poum,NC,2022-09-30 16:35:32,-20.2333,164.0167,73.74,80,80,18.37
307,Nanakuli,US,2022-09-30 16:35:32,21.3906,-158.1547,76.42,79,0,4.45
308,Manggar,ID,2022-09-30 16:35:33,-2.8833,108.2667,80.15,81,28,4.36
309,Abha,SA,2022-09-30 16:35:33,18.2164,42.5053,67.82,52,20,14.97
310,Saldanha,ZA,2022-09-30 16:35:33,-33.0117,17.9442,64.45,83,56,9.64
311,Kavieng,PG,2022-09-30 16:35:34,-2.5744,150.7967,81.28,76,81,11.34
312,Taiyuan,CN,2022-09-30 16:32:24,37.8694,112.5603,66.06,52,0,2.24
313,Fortuna,US,2022-09-30 16:33:36,40.5982,-124.1573,62.92,88,0,1.99
314,Kidal,ML,2022-09-30 16:35:34,18.4411,1.4078,87.48,36,33,29.26
315,Muros,ES,2022-09-30 16:35:34,42.7762,-9.0603,67.08,77,98,4.09
316,Kijang,KR,2022-09-30 16:35:35,35.2442,129.2139,64.13,61,29,3.06
317,Brigantine,US,2022-09-30 16:35:35,39.4101,-74.3646,65.19,69,75,16.11
318,Itarema,BR,2022-09-30 16:35:35,-2.9248,-39.9167,86.99,56,13,18.07
319,Okhotsk,RU,2022-09-30 16:36:36,59.3833,143.3,37.74,66,100,9.91
320,Carnot,CF,2022-09-30 16:36:36,4.9409,15.8665,73.24,91,51,3.42
321,Fallon,US,2022-09-30 16:33:39,39.4735,-118.7774,63.91,39,20,5.75
322,Plettenberg Bay,ZA,2022-09-30 16:36:37,-34.0527,23.3716,63.21,84,100,11.34
323,Linhares,BR,2022-09-30 16:36:37,-19.3911,-40.0722,72.0,74,99,10.71
324,Yulara,AU,2022-09-30 16:36:37,-25.2406,130.9889,68.41,28,100,9.95
325,Kikwit,CD,2022-09-30 16:36:37,-5.041,18.8162,78.58,66,43,3.27
326,Kungurtug,RU,2022-09-30 16:36:38,50.5994,97.5228,17.35,94,63,3.22
327,Mezen,RU,2022-09-30 16:36:38,65.8522,44.24,36.64,96,100,8.01
328,Taoudenni,ML,2022-09-30 16:36:39,22.6783,-3.9836,97.12,10,0,19.08
329,Verkhoyansk,RU,2022-09-30 16:36:39,67.5447,133.385,24.19,97,100,2.71
330,Skjervoy,NO,2022-09-30 16:36:39,70.0311,20.9714,37.4,55,69,9.62
331,Narsaq,GL,2022-09-30 16:36:40,60.9167,-46.05,43.02,69,92,4.07
332,Semirom,IR,2022-09-30 16:36:40,31.4167,51.5667,61.05,17,0,5.46
333,Srednekolymsk,RU,2022-09-30 16:36:40,67.45,153.6833,28.27,83,100,11.72
334,Rivera,UY,2022-09-30 16:36:41,-30.9053,-55.5508,61.27,78,94,8.46
335,Pingxiang,CN,2022-09-30 16:36:41,27.6167,113.85,80.46,54,31,2.55
336,Vao,NC,2022-09-30 16:36:41,-22.6667,167.4833,71.55,84,83,14.85
337,Ambulu,ID,2022-09-30 16:36:42,-8.345,113.6058,76.3,92,96,2.24
338,Chabahar,IR,2022-09-30 16:36:42,25.2919,60.643,81.07,72,1,9.69
339,Wuwei,CN,2022-09-30 16:36:42,37.9281,102.6414,64.4,32,98,2.71
340,Staunton,US,2022-09-30 16:36:43,38.1496,-79.0717,55.65,78,100,9.22
341,Vung Tau,VN,2022-09-30 16:35:54,10.346,107.0843,79.77,86,100,7.23
342,Curillo,CO,2022-09-30 16:36:43,1.0333,-75.9191,92.05,49,26,2.64
343,Coolum Beach,AU,2022-09-30 16:36:14,-26.5333,153.1,61.11,87,44,10.4
344,Oskarshamn,SE,2022-09-30 16:36:44,57.2645,16.4484,49.98,79,97,7.63
345,Iki-Burul,RU,2022-09-30 16:36:44,45.8208,44.6472,71.74,55,73,4.59
346,Shimoda,JP,2022-09-30 16:36:45,34.6667,138.95,70.11,74,2,13.33
347,Wajir,KE,2022-09-30 16:36:45,1.7471,40.0573,87.76,33,75,6.91
348,Zarechnyy,RU,2022-09-30 16:36:45,53.2036,45.1923,55.08,81,100,3.76
349,Ulety,RU,2022-09-30 16:36:45,51.3572,112.4849,37.85,92,96,3.8
350,Grootfontein,NA,2022-09-30 16:36:46,-19.5667,18.1167,90.97,12,20,4.61
351,Bathsheba,BB,2022-09-30 16:36:46,13.2167,-59.5167,88.41,70,20,17.27
352,Nouadhibou,MR,2022-09-30 16:36:47,20.931,-17.0347,80.58,54,24,21.85
353,Fuerte Olimpo,PY,2022-09-30 16:36:47,-21.0415,-57.8738,80.38,60,95,3.27
354,Mao,ES,2022-09-30 16:36:47,39.8885,4.2658,66.76,55,20,14.97
355,Kiomboi,TZ,2022-09-30 16:36:47,-4.2667,34.3667,77.85,31,95,5.35
356,Rio Grande,BR,2022-09-30 16:36:48,-32.035,-52.0986,69.91,83,100,10.89
357,Carutapera,BR,2022-09-30 16:36:48,-1.195,-46.02,87.6,58,69,11.48
358,Mackay,AU,2022-09-30 16:36:48,-21.15,149.2,58.68,67,9,3.78
359,Pandan,PH,2022-09-30 16:36:49,14.0453,124.1694,79.99,83,11,6.85
360,Mercedes,AR,2022-09-30 16:36:49,-34.6515,-59.4307,69.78,29,5,7.47
361,Tura,IN,2022-09-30 16:36:50,25.5198,90.2201,76.01,87,100,3.06
362,Usogorsk,RU,2022-09-30 16:37:50,63.4106,48.6872,36.32,95,100,10.42
363,Nha Trang,VN,2022-09-30 16:37:50,12.25,109.1833,78.8,91,100,3.6
364,Malacacheta,BR,2022-09-30 16:37:51,-17.8422,-42.0767,77.09,53,98,6.42
365,Rincon,US,2022-09-30 16:37:41,32.296,-81.2354,65.86,77,100,19.57
366,Sabang,ID,2022-09-30 16:37:51,5.8933,95.3214,80.82,82,100,20.38
367,Madaripur,BD,2022-09-30 16:37:51,23.1753,90.2072,82.35,77,100,6.2
368,Cairns,AU,2022-09-30 16:36:02,-16.9167,145.7667,73.35,79,40,5.75
369,Nipawin,CA,2022-09-30 16:37:52,53.3668,-104.0009,50.04,100,100,11.5
370,Oranjestad,AW,2022-09-30 16:37:52,12.524,-70.027,82.35,83,40,12.66
371,Hamilton,US,2022-09-30 16:33:20,39.1834,-84.5333,67.75,60,0,10.36
372,Thanh Hoa,VN,2022-09-30 16:37:53,19.8,105.7667,75.07,98,100,3.27
373,Booue,GA,2022-09-30 16:37:53,-0.0921,11.9385,75.49,92,98,1.01
374,Tanout,NE,2022-09-30 16:37:54,14.9709,8.8879,75.36,67,72,26.26
375,Weymouth,US,2022-09-30 16:37:23,42.2209,-70.9398,63.21,70,75,10.36
376,Khash,IR,2022-09-30 16:37:55,28.2211,61.2158,73.42,12,0,9.64
377,Koslan,RU,2022-09-30 16:37:55,63.4564,48.8989,35.67,94,100,10.29
378,Axim,GH,2022-09-30 16:37:43,4.8699,-2.2405,78.55,79,34,8.99
379,Solwezi,ZM,2022-09-30 16:37:56,-12.1688,26.3894,73.02,28,59,2.15
380,Auki,SB,2022-09-30 16:37:56,-8.7676,160.7034,76.66,89,8,3.69
381,Henties Bay,NA,2022-09-30 16:37:56,-22.116,14.2845,56.68,87,6,8.93
382,Chimoio,MZ,2022-09-30 16:37:56,-19.1164,33.4833,78.66,27,0,8.05
383,Halifax,CA,2022-09-30 16:35:48,44.6453,-63.5724,62.69,73,0,9.22
384,Buluang,PH,2022-09-30 16:37:57,13.3068,123.3425,75.7,91,24,2.95
385,Melilla,ES,2022-09-30 16:37:57,35.2937,-2.9383,75.4,56,0,9.22
386,Todos Santos,MX,2022-09-30 16:37:57,23.45,-110.2167,89.31,89,0,5.99
387,Leshukonskoye,RU,2022-09-30 16:37:58,64.8989,45.7622,37.58,96,100,9.04
388,Colac,AU,2022-09-30 16:37:58,-38.3333,143.5833,49.84,90,18,7.29
389,Shubarkuduk,KZ,2022-09-30 16:37:59,49.1447,56.4872,52.74,42,84,16.15
390,Tagusao,PH,2022-09-30 16:37:59,9.1924,117.8141,80.01,84,99,4.07
391,Sorong,ID,2022-09-30 16:37:59,-0.8833,131.25,78.66,83,90,1.16
392,Visnes,NO,2022-09-30 16:37:59,59.3556,5.2242,55.78,62,75,23.02
393,Moche,PE,2022-09-30 16:38:00,-8.1711,-79.0092,60.98,82,100,9.22
394,Bayburt,TR,2022-09-30 16:38:00,40.2589,40.2278,58.17,67,0,3.8
395,Lapua,FI,2022-09-30 16:38:01,62.9693,23.0088,43.48,93,100,0.22
396,Turbat,PK,2022-09-30 16:38:01,26.0023,63.044,81.66,62,0,11.34
397,Chufarovo,RU,2022-09-30 16:38:01,54.0963,47.3367,53.87,90,100,5.21
398,Gizo,SB,2022-09-30 16:38:02,-8.103,156.8419,81.19,77,4,5.73
399,Salamiyah,SY,2022-09-30 16:38:02,35.0113,37.0532,81.79,35,0,7.81
400,Muncar,ID,2022-09-30 16:38:02,-8.4333,114.3333,77.04,91,100,2.68
401,Batouri,CM,2022-09-30 16:38:03,4.4333,14.3667,71.31,94,74,3.27
402,Jiujiang,CN,2022-09-30 16:38:03,29.7333,115.9833,81.27,59,52,4.16
403,San Francisco,US,2022-09-30 16:35:50,37.7749,-122.4194,76.51,75,0,5.75
404,Itapicuru,BR,2022-09-30 16:38:04,-11.3167,-38.2333,92.77,23,76,17.96
405,Lavrentiya,RU,2022-09-30 16:38:04,65.5833,-171.0,33.44,73,36,8.59
406,Barreirinhas,BR,2022-09-30 16:39:04,-2.7469,-42.8264,90.23,48,21,13.4
407,San Lawrenz,MT,2022-09-30 16:39:05,36.0553,14.204,76.86,91,60,7.0
408,Makat,KZ,2022-09-30 16:39:05,47.6469,53.3463,69.1,32,24,14.03
409,Esil,KZ,2022-09-30 16:39:06,51.9556,66.4042,34.48,41,0,7.74
410,Coquimbo,CL,2022-09-30 16:39:06,-29.9533,-71.3436,58.73,77,75,10.36
411,Mapiri,BO,2022-09-30 16:39:06,-15.25,-68.1667,85.28,44,88,1.74
412,Kizilskoye,RU,2022-09-30 16:39:07,52.7255,58.8937,33.48,100,100,5.66
413,Akdagmadeni,TR,2022-09-30 16:39:07,39.6603,35.8836,62.78,47,2,2.33
414,Acapulco,MX,2022-09-30 16:34:24,16.8634,-99.8901,85.82,66,75,3.44
415,Mogzon,RU,2022-09-30 16:39:08,51.7435,111.9606,37.06,92,100,4.47
416,Ulaanbaatar,MN,2022-09-30 16:39:08,47.9077,106.8832,53.73,40,75,15.66
417,San Rafael,AR,2022-09-30 16:39:09,-34.6177,-68.3301,75.29,23,5,6.78
418,Ardakan,IR,2022-09-30 16:39:09,32.31,54.0175,82.72,10,0,5.59
419,Jinxiang,CN,2022-09-30 16:39:09,27.4327,120.6062,75.6,92,8,3.06
420,Makakilo City,US,2022-09-30 16:37:31,21.3469,-158.0858,74.98,83,40,0.0
421,Mahibadhoo,MV,2022-09-30 16:39:10,3.7833,72.9667,80.78,77,100,15.12
422,Denpasar,ID,2022-09-30 16:36:11,-8.65,115.2167,76.71,100,40,4.61
423,Mecca,SA,2022-09-30 16:39:10,21.4267,39.8261,86.36,53,1,5.46
424,Tomatlan,MX,2022-09-30 16:39:11,19.9333,-105.25,87.04,63,56,2.95
425,Den Helder,NL,2022-09-30 16:35:46,52.9599,4.7593,60.78,73,100,25.01
426,Chuzhou,CN,2022-09-30 16:39:11,32.3219,118.2978,74.71,86,98,6.42
427,Tahlequah,US,2022-09-30 16:39:11,35.9154,-94.97,75.07,26,0,6.91
428,Atar,MR,2022-09-30 16:39:12,20.5169,-13.0499,92.66,22,16,15.82
429,Kurchum,KZ,2022-09-30 16:39:12,48.5722,83.6542,30.67,51,3,7.92
430,Coffs Harbour,AU,2022-09-30 16:37:17,-30.3,153.1333,62.13,94,100,13.8
431,Iralaya,HN,2022-09-30 16:39:13,15.0,-83.2333,86.31,61,90,16.87
432,Durango,MX,2022-09-30 16:38:58,24.8333,-104.8333,67.44,44,14,4.56
433,Asfi,MA,2022-09-30 16:39:13,32.2994,-9.2372,71.76,60,1,24.52
434,Santa Luzia,BR,2022-09-30 16:39:13,-19.7697,-43.8514,78.94,59,75,11.5
435,Manaure,CO,2022-09-30 16:39:14,11.7751,-72.4445,87.12,59,100,5.3
436,Saurimo,AO,2022-09-30 16:39:14,-9.6608,20.3916,71.46,66,71,3.85
437,Lethem,GY,2022-09-30 16:39:14,3.3803,-59.7968,92.79,46,64,5.01
438,Lompoc,US,2022-09-30 16:39:15,34.6391,-120.4579,57.92,100,100,0.0
439,Grand Gaube,MU,2022-09-30 16:39:15,-20.0064,57.6608,72.0,71,0,1.99
440,Sur,OM,2022-09-30 16:39:15,22.5667,59.5289,81.52,74,1,11.63
441,Bayir,TR,2022-09-30 16:39:16,37.2687,28.2167,75.72,55,1,3.0
442,Fairbanks,US,2022-09-30 16:35:15,64.8378,-147.7164,43.3,88,100,3.44
443,Flin Flon,CA,2022-09-30 16:39:16,54.7682,-101.865,46.24,71,100,4.61
444,Alofi,NU,2022-09-30 16:39:17,-19.0595,-169.9187,60.69,94,71,3.44
445,Bosaso,SO,2022-09-30 16:39:17,11.2842,49.1816,86.7,68,16,1.81
446,Kaduna,NG,2022-09-30 16:39:17,10.5222,7.4383,76.14,81,59,2.19
447,Kaura Namoda,NG,2022-09-30 16:39:18,12.5898,6.5779,87.28,56,32,1.28
448,Leningradskiy,RU,2022-09-30 16:39:18,69.3833,178.4167,23.16,78,100,9.4
449,Smirnykh,RU,2022-09-30 16:39:18,49.75,142.8333,42.4,88,77,1.97
450,Aksarka,RU,2022-09-30 16:39:19,66.5606,67.7975,26.91,80,52,9.31
451,College,US,2022-09-30 16:39:19,64.8569,-147.8028,43.29,87,75,3.44
452,Faanui,PF,2022-09-30 16:39:19,-16.4833,-151.75,77.36,72,0,10.4
453,Parabel,RU,2022-09-30 16:39:20,58.6978,81.4825,27.27,80,30,6.73
454,Lincoln,US,2022-09-30 16:40:20,40.8,-96.667,74.01,42,0,13.8
455,Altamira,BR,2022-09-30 16:40:20,-3.2033,-52.2064,91.49,58,75,6.91
456,Meadow Lake,US,2022-09-30 16:40:21,34.8014,-106.5436,75.22,25,64,9.69
457,Felipe Carrillo Puerto,MX,2022-09-30 16:40:21,19.5833,-88.05,87.96,41,95,5.12
458,Garden City,US,2022-09-30 16:40:21,42.3256,-83.331,64.36,60,75,8.05
459,Ushtobe,KZ,2022-09-30 16:40:22,45.2514,77.9838,37.17,27,86,18.43
460,Nambucca Heads,AU,2022-09-30 16:40:22,-30.65,153.0,62.17,87,100,12.93
461,Talaya,RU,2022-09-30 16:40:24,61.3833,152.75,22.55,96,100,3.85
462,Polyarnyy,RU,2022-09-30 16:40:24,69.1989,33.4478,37.72,81,100,6.22
463,Verkh-Usugli,RU,2022-09-30 16:40:25,52.7,115.1667,33.73,79,100,2.91
464,Ust-Uda,RU,2022-09-30 16:40:25,54.1742,103.0304,30.74,87,98,12.91
465,Popova,RU,2022-09-30 16:40:26,42.9603,131.7228,62.35,92,26,5.59
466,Onda,ES,2022-09-30 16:40:27,39.9667,-0.25,72.9,44,87,4.99
467,Panzhihua,CN,2022-09-30 16:40:27,26.5851,101.7128,71.55,77,50,1.14
468,Kaohsiung,TW,2022-09-30 16:40:27,22.6163,120.3133,84.04,78,20,3.44
469,Lima,PE,2022-09-30 16:38:55,-12.0432,-77.0282,59.25,82,100,6.91
470,Nova Olimpia,BR,2022-09-30 16:40:28,-14.7972,-57.2881,88.83,44,86,4.36
471,Komsomolskiy,UZ,2022-09-30 16:40:28,40.4272,71.7189,68.72,26,92,6.91
472,Muisne,EC,2022-09-30 16:40:29,0.6,-80.0333,77.54,74,98,11.99
473,Sisimiut,GL,2022-09-30 16:40:29,66.9395,-53.6735,35.24,87,100,4.18
474,Wetaskiwin,CA,2022-09-30 16:40:29,52.9668,-113.3687,54.68,64,58,6.15
475,Touros,BR,2022-09-30 16:40:30,-5.1989,-35.4608,84.76,54,70,17.83
476,Suez,EG,2022-09-30 16:40:30,29.9737,32.5263,82.65,53,0,15.14
477,Bowen,AU,2022-09-30 16:40:30,-20.0167,148.2333,65.98,70,7,6.24
478,Charters Towers,AU,2022-09-30 16:40:31,-20.1,146.2667,64.22,78,60,6.93
479,Takaka,NZ,2022-09-30 16:40:31,-40.85,172.8,50.56,90,100,10.78
480,Cabedelo,BR,2022-09-30 16:40:31,-6.9811,-34.8339,86.67,71,99,18.16
481,Santa Marinella,IT,2022-09-30 16:40:32,42.0345,11.8536,73.31,92,96,12.53
482,Pangnirtung,CA,2022-09-30 16:40:32,66.1451,-65.7125,39.2,48,75,8.05
483,Agua Dulce,MX,2022-09-30 16:40:15,18.1333,-94.1333,80.35,67,89,15.55
484,Riyadh,SA,2022-09-30 16:40:32,24.6877,46.7219,87.94,13,0,12.86
485,Sal Rei,CV,2022-09-30 16:40:33,16.1833,-22.9167,86.2,74,75,16.11
486,Port Hardy,CA,2022-09-30 16:40:33,50.6996,-127.4199,51.98,100,100,0.0
487,Yar-Sale,RU,2022-09-30 16:40:33,66.8333,70.8333,29.89,77,30,9.46
488,Svetlogorsk,BY,2022-09-30 16:40:34,52.6333,29.7333,57.78,76,100,1.92
489,Oum Hadjer,TD,2022-09-30 16:40:34,13.2954,19.6966,90.21,40,20,7.76
490,Manyana,BW,2022-09-30 16:40:34,-23.4,21.7167,81.66,16,0,5.97
491,Sagua De Tanamo,CU,2022-09-30 16:40:35,20.5819,-75.2414,84.04,75,100,1.36
492,Bonavista,CA,2022-09-30 16:40:35,48.6499,-53.1147,54.23,70,26,3.13
493,Sao Raimundo Das Mangabeiras,BR,2022-09-30 16:40:36,-7.0219,-45.4811,100.81,17,97,8.79
494,Engenheiro Beltrao,BR,2022-09-30 16:40:36,-23.7972,-52.2692,65.5,92,100,1.43
495,Murray Bridge,AU,2022-09-30 16:40:36,-35.1167,139.2667,54.12,93,96,3.36
496,Quesnel,CA,2022-09-30 16:40:37,52.9999,-122.5029,46.9,100,100,0.0
497,Grindavik,IS,2022-09-30 16:41:37,63.8424,-22.4338,55.35,82,75,14.97
498,Dubai,AE,2022-09-30 16:40:32,25.2582,55.3047,91.33,58,0,10.36
499,Savannah Bight,HN,2022-09-30 16:41:37,16.45,-85.85,82.26,70,67,22.88
500,Walvis Bay,NA,2022-09-30 16:41:38,-22.9575,14.5053,65.35,63,0,9.22
501,Paita,PE,2022-09-30 16:41:38,-5.0892,-81.1144,69.57,70,15,14.67
502,Concarneau,FR,2022-09-30 16:41:39,47.875,-3.9225,61.83,91,100,18.66
503,Nuevitas,CU,2022-09-30 16:41:39,21.5453,-77.2644,84.94,67,100,2.42
504,Vestmannaeyjar,IS,2022-09-30 16:41:39,63.4427,-20.2734,50.99,93,75,10.36
505,Lavras,BR,2022-09-30 16:39:27,-21.2453,-44.9997,70.47,64,99,7.65
506,San Matias,BO,2022-09-30 16:41:39,-16.3667,-58.4,89.44,39,55,5.68
507,Mazamet,FR,2022-09-30 16:41:40,43.49,2.373,63.09,55,20,17.27
508,Requena,ES,2022-09-30 16:41:40,39.4883,-1.1004,66.79,33,14,11.68
509,Kuragino,RU,2022-09-30 16:41:41,53.8975,92.6725,29.57,71,68,2.44
510,Partapur,IN,2022-09-30 16:41:41,23.6,74.1667,77.86,75,51,2.98
511,Krasnyy Chikoy,RU,2022-09-30 16:41:41,50.3643,108.7512,41.68,96,98,1.16
512,Nuuk,GL,2022-09-30 16:41:42,64.1835,-51.7216,36.21,87,75,2.3
513,Galle,LK,2022-09-30 16:41:42,6.0367,80.217,79.25,85,100,15.55
514,Oranjemund,NA,2022-09-30 16:41:42,-28.55,16.4333,57.67,81,87,15.95
515,Humberto De Campos,BR,2022-09-30 16:41:42,-2.5983,-43.4611,91.11,47,42,12.37
516,Tenkodogo,BF,2022-09-30 16:41:43,11.78,-0.3697,84.54,62,76,7.34
517,Yaan,NG,2022-09-30 16:41:43,7.3833,8.5667,79.0,82,55,1.77
